INDEX,DISTANCE,PATTERN,METER,METHOD
39,0.1637312012,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1]","[12,8]",metricSync
40,0.164195309,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0]","[12,8]",metricSync
41,0.1650195529,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",metricSync
42,0.1668903642,"[1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0]","[5,4]",metricSync
43,0.1671596078,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1]","[4,4]",metricSync
44,0.1672889818,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0]","[12,8]",metricSync
45,0.1681970785,"[1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0]","[12,8]",metricSync
46,0.1694584262,"[1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",metricSync
47,0.1699242846,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1]","[2,2]",metricSync
48,0.1705305929,"[1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0]","[4,4]",metricSync
49,0.1708711305,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",metricSync
50,0.1708711305,"[1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0]","[12,8]",metricSync
51,0.1711583451,"[1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0]","[2,2]",metricSync
52,0.1711583451,"[1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0]","[4,4]",metricSync
53,0.1713465314,"[1,0,0,0,1,0,0,1,0,0,1,1]","[3,4]",metricSync
54,0.171516038,"[1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0]","[5,4]",metricSync
55,0.1724657875,"[1,1,1,1,1,0,0,0]","[2,4]",metricSync
56,0.1750598584,"[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[12,4]",metricSync
57,0.1750697744,"[1,1,0,1,1,0,0,0,1,0,0,0]","[3,4]",metricSync
58,0.1763410306,"[1,0,0,0,1,0,0,1,1,0,1,0]","[3,4]",metricSync
59,0.1763410306,"[1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[6,4]",metricSync
60,0.1778338484,"[1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0]","[2,2]",metricSync
61,0.1782494356,"[1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1]","[2,2]",metricSync
62,0.1784938978,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0]","[12,8]",metricSync
63,0.1785857578,"[1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[6,4]",metricSync
64,0.1785857578,"[0,0,1,0,1,0,1,1,0,0,1,0]","[6,8]",metricSync
65,0.1786071724,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",metricSync
66,0.1786071724,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",metricSync
67,0.1789098327,"[1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0]","[12,8]",metricSync
68,0.179024324,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0]","[12,8]",metricSync
69,0.1790383856,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",metricSync
70,0.1791540616,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0]","[6,4]",metricSync
71,0.1791540616,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",metricSync
72,0.1791540616,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0]","[12,8]",metricSync
73,0.1794877877,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",metricSync
74,0.1794877877,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0]","[12,8]",metricSync
75,0.1799960554,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0]","[12,8]",metricSync
76,0.1799960554,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",metricSync
77,0.1799960554,"[1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]","[12,8]",metricSync
78,0.1806554624,"[1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0]","[5,4]",metricSync
79,0.1834338368,"[1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0]","[6,4]",metricSync
80,0.1836418111,"[1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0]","[9,8]",metricSync
81,0.184442328,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0]","[12,8]",metricSync
82,0.185343659,"[1,0,0,0,0,0,1,0,1,1,1,0]","[3,4]",metricSync
83,0.185969299,"[1,0,1,1,0,0,1,0,1,0,0,0]","[3,4]",metricSync
84,0.185969299,"[0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0]","[12,8]",metricSync
85,0.1862423474,"[1,1,0,0,1,0,1,0,0,0,0,1]","[6,8]",metricSync
86,0.1864021459,"[0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0]","[9,8]",metricSync
87,0.1864243629,"[0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0]","[9,4]",metricSync
88,0.1865207478,"[0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]","[7,4]",metricSync
89,0.1870391098,"[1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0]","[9,8]",metricSync
90,0.1870938246,"[1,0,0,1,1,0,1,0,0,0,1,0]","[3,4]",metricSync
91,0.1870938246,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0]","[6,4]",metricSync
92,0.1873313224,"[1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[6,4]",metricSync
93,0.1873620586,"[0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0]","[9,8]",metricSync
94,0.1879102491,"[1,0,0,0,1,0,0,0,1,0,1,1]","[3,4]",metricSync
95,0.1884108205,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0]","[9,4]",metricSync
96,0.188497526,"[1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[6,4]",metricSync
97,0.188497526,"[1,0,1,0,1,0,0,0,0,1,1,0]","[6,8]",metricSync
98,0.188497526,"[1,1,0,0,0,0,1,0,1,0,1,0]","[6,8]",metricSync
99,0.1887092558,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[9,4]",metricSync
100,0.1887533421,"[1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0]","[9,8]",metricSync
101,0.1889404524,"[1,0,0,0,0,1,1,0,1,0,1,0]","[3,4]",metricSync
102,0.1891823785,"[1,0,0,0,0,0,1,0,1,0,1,1]","[3,4]",metricSync
103,0.1891823785,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0]","[6,4]",metricSync
104,0.1891866857,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",metricSync
105,0.1894498285,"[1,0,0,0,0,1,1,1,0,0,1,0]","[6,8]",metricSync
106,0.189834681,"[1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[5,4]",metricSync
107,0.1900827387,"[1,1,0,0,1,0,1,0,1,0,0,0]","[6,8]",metricSync
108,0.190678554,"[1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[7,4]",metricSync
109,0.1917583318,"[1,0,0,1,1,1,1,0,0,0]","[5,8]",metricSync
110,0.1918271712,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0]","[9,4]",metricSync
111,0.1918288681,"[1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0]","[9,8]",metricSync
112,0.1922088811,"[1,1,0,0,0,0,1,0,1,0,1,0,0,0]","[7,8]",metricSync
113,0.1927143486,"[0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0]","[5,4]",metricSync
114,0.1928352623,"[1,0,0,0,0,0,1,1,0,0,1,1]","[6,8]",metricSync
115,0.1929253208,"[1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0]","[6,4]",metricSync
116,0.1929253208,"[1,0,0,0,1,1,1,0,1,0,0,0]","[6,8]",metricSync
117,0.1929423934,"[1,0,0,0,1,0,1,1,0,0,0,1]","[3,4]",metricSync
118,0.1929706307,"[1,0,1,0,1,0,1,0,0,0,0,1]","[6,8]",metricSync
119,0.1936067674,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0]","[9,4]",metricSync
120,0.1936169886,"[0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0]","[7,4]",metricSync
121,0.1936455001,"[1,0,0,0,0,0,1,1,1,0,0,0,1,0]","[7,8]",metricSync
122,0.1937037313,"[1,0,0,0,1,0,0,0,1,1,1,0]","[3,4]",metricSync
123,0.1937638528,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0]","[7,4]",metricSync
124,0.193872399,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]","[7,4]",metricSync
125,0.1939653428,"[1,0,0,0,0,0,0,0,1,0,1,0,1,1]","[7,8]",metricSync
126,0.193979912,"[1,0,0,0,1,0,1,0,1,0,0,1]","[3,4]",metricSync
127,0.193979912,"[1,0,0,0,1,0,1,0,1,0,0,1]","[6,8]",metricSync
128,0.1940959065,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1]","[5,4]",metricSync
129,0.1942039914,"[0,0,0,0,1,0,1,0,0,0,1,0,1,1]","[7,8]",metricSync
130,0.1944590608,"[1,0,1,0,0,0,1,1,1,0,0,0,0,0]","[7,8]",metricSync
131,0.1944950742,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0]","[5,4]",metricSync
132,0.1944950742,"[1,0,0,1,0,0,1,0,1,1]","[5,8]",metricSync
133,0.1945427636,"[1,0,0,0,1,0,1,0,0,0,1,0,0,1]","[7,8]",metricSync
134,0.1946544347,"[1,0,0,1,1,0,1,0,0,0,1,0,0,0]","[7,8]",metricSync
135,0.1950002485,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]","[7,4]",metricSync
136,0.1952157639,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[9,4]",metricSync
137,0.1952157639,"[1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0]","[9,8]",metricSync
138,0.1952638792,"[0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[7,4]",metricSync
139,0.1956168809,"[0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[7,4]",metricSync
140,0.1957263247,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",metricSync
141,0.1965655072,"[1,0,0,0,1,0,1,0,1,1]","[5,8]",metricSync
142,0.1966869314,"[1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[7,4]",metricSync
143,0.1966869314,"[1,0,0,1,1,0,0,0,1,0,0,0,1,0]","[7,8]",metricSync
144,0.1968325404,"[1,0,0,0,1,0,0,1,1,0,0,0,1,0]","[7,8]",metricSync
145,0.1970681179,"[1,0,1,0,0,1,1,0,1,0]","[5,8]",metricSync
146,0.1971808418,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[9,4]",metricSync
147,0.1980448727,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[9,4]",metricSync
148,0.1980448727,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[9,4]",metricSync
149,0.1980448727,"[0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0]","[9,8]",metricSync
150,0.1983811045,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[9,4]",metricSync
151,0.1983811045,"[1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0]","[9,8]",metricSync
152,0.1984623613,"[1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0]","[5,4]",metricSync
153,0.1991608481,"[1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0]","[5,4]",metricSync
154,0.1991608481,"[1,0,0,1,1,0,1,0,1,0]","[5,8]",metricSync
155,0.1994394552,"[1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0]","[9,8]",metricSync
156,0.1994619597,"[1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0]","[5,4]",metricSync
157,0.1994619597,"[1,0,1,0,1,0,0,0,1,1]","[5,8]",metricSync
158,0.2000035157,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[9,4]",metricSync
159,0.2000035157,"[1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0]","[9,8]",metricSync
160,0.2002598727,"[1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0]","[9,8]",metricSync
161,0.2009011928,"[0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0]","[5,4]",metricSync
162,0.2021095269,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",metricSync
163,0.2024782602,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[9,4]",metricSync
164,0.2024782602,"[1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0]","[9,8]",metricSync
165,0.2033045227,"[1,0,0,1,1,1,0,0,1,0]","[5,8]",metricSync
166,0.2037686438,"[1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0]","[5,4]",metricSync
167,0.2042798012,"[1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0]","[9,8]",metricSync
168,0.2048038307,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0]","[7,4]",metricSync
169,0.205704278,"[1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0]","[9,8]",metricSync
170,0.2065362187,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]","[9,4]",metricSync
171,0.2065362187,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[9,4]",metricSync
172,0.2076262571,"[1,0,1,0,0,0,1,0,1,1]","[5,8]",metricSync
173,0.2085048702,"[1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[7,4]",metricSync
174,0.2085048702,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[7,4]",metricSync
175,0.2085048702,"[1,0,1,0,1,0,0,0,1,0,1,0,0,0]","[7,8]",metricSync
176,0.2085381018,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0]","[6,4]",metricSync
177,0.2100445478,"[1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1]","[12,8]",metricSync
178,0.2101517396,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[7,4]",metricSync
179,0.2103148281,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0]","[5,4]",metricSync
180,0.2103148281,"[1,1,1,0,1,0,0,0,1,0]","[5,8]",metricSync
181,0.2103982402,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0]","[6,4]",metricSync
182,0.2107080106,"[1,0,0,0,1,0,0,0,1,0,1,0,1,0]","[7,8]",metricSync
183,0.2107080106,"[1,0,1,0,1,0,0,0,1,0,0,0,1,0]","[7,8]",metricSync
184,0.2113576435,"[1,0,0,0,1,1,0,0,0,0,1,1]","[6,8]",metricSync
185,0.2117473133,"[1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0]","[5,4]",metricSync
186,0.2118229683,"[1,0,0,1,1,0,0,0,1,1]","[5,8]",metricSync
187,0.2125282481,"[0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[7,4]",metricSync
188,0.2125282481,"[1,0,0,0,1,0,1,0,1,0,1,0,0,0]","[7,8]",metricSync
189,0.2125282481,"[1,0,1,0,1,0,1,0,0,0,1,0,0,0]","[7,8]",metricSync
190,0.2129352877,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0]","[7,4]",metricSync
191,0.2140219599,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]","[9,4]",metricSync
192,0.2161187086,"[1,0,0,0,1,1,1,0,0,0,1,0]","[6,8]",metricSync
193,0.2162736753,"[1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0]","[6,4]",metricSync
194,0.2181751334,"[1,0,1,1,1,0,1,0,0,0]","[5,8]",metricSync
195,0.2181751334,"[0,0,1,0,1,1,1,0,1,0]","[5,8]",metricSync
196,0.2192620779,"[1,0,1,0,1,0,0,0,1,0,1,0]","[3,4]",metricSync
197,0.2192620779,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[6,4]",metricSync
198,0.2192620779,"[1,0,1,0,0,0,1,0,1,0,1,0]","[6,8]",metricSync
199,0.2192895484,"[1,0,0,0,0,0,1,1,1,1]","[5,8]",metricSync
200,0.2193454085,"[1,0,0,0,1,0,1,0,1,0,1,0]","[3,4]",metricSync
201,0.2193454085,"[1,0,1,0,1,0,1,0,0,0,1,0]","[3,4]",metricSync
202,0.2193454085,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[6,4]",metricSync
203,0.2193454085,"[1,0,0,0,1,0,1,0,1,0,1,0]","[6,8]",metricSync
204,0.2193454085,"[1,0,1,0,1,0,1,0,0,0,1,0]","[6,8]",metricSync
205,0.221452856,"[0,0,0,0,1,0,1,0,1,0,1,0,1,0]","[7,8]",metricSync
206,0.2261899555,"[1,1,0,0,1,0,0,1,1,0]","[5,8]",metricSync
207,0.228407016,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[6,4]",metricSync
208,0.2568337965,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[5,4]",metricSync
209,0.2568337965,"[1,0,1,0,1,0,1,0,1,0]","[5,8]",metricSync
